aas	ay
storno	shorn
stoß	storm	shog
stotter	stutter
stottern	shot
stout	shout	stout
strand	strand
strände	strain
strang	strange	strong
stränge	strain
strategie	strategics	strategic
strategisch	strategic
stratosphäre	stratosphere
streben	strive
strecken	strick
streckung	strick
streng	string
strengen	string
streß	stress
strich	strike
strick	strick	struck
stricken	strick	struck
strikt	strict
striktheit	strictness
stroh	strom
strom	strom	stroma
strömen	strom	stroma
stromsignal	strom	strum
strophe	strophe
strudel	strudel
struktur	structured	structure
strukturell	structural
strunk	drunk
stube	stub
stuck	stuck	stucco
stück	etc
student	student
studie	study	studio
studieren	study
studio	studio
studium	studio	study
stulle	still	stille
stummel	stump	stumble
stumpf	stump	stomp
stunde	stound
stünde	stun
stupid	stupid
stur	story
sturm	storm
stute	stud
stuttgart	stuttgart
stutzer	stutter
subatomar	subatomic
subjekt	subject	subjective
subjektiv	subjective	subjectively
subjektivismus	subjectivity
subjektivität	subjectivity
subkontinent	subcontinent
submission	submission
substantiell	substantial	substantially
substantiv	substantive
substantivisch	substantive
substanz	substance
substitut	substitution
substitution	substitution
subsystem	subsystem
subtil	subtility	subtly
subtrahieren	subtract
subvention	subvention
suchen	such
sucher	such
sudan	sudan
sudanesisch	sudanese
suez	suet
suffix	suffix
suggestibel	suggestible
suggestion	suggestion
suggestiv	suggestive
suite	suite	suit
sukzessiv	successive
sultan	sultan
sultanine	sultana
sumatra	sumatra
sumerer	sumer	sumerian
summe	sum	summer	sumer
summenwert	summon
summer	summer	sumer
sumpf	sump
sun	sun	sung	soon
sünde	sind	sin
sünder	sinner	sind
superklasse	superclass
superlativ	superlatively
suppe	supper
suprema	supreme
surfbrett	surfboard
surrealist	surrealist
surren	sure
suspekt	suspect
suspendieren	suspend
süß	sweet	sweet	sweet
swing	swing
swingen	swing
sydney	sydney
symbol	symbol
symbolisch	symbolic
symbolist	symbolist
symmetrie	symmetric
symmetrisch	symmetric	symmetrically
symposien	symposium
symposium	symposium
symptom	symptomatic	symptom
synagoge	synagogue
synapse	synapse
synchron	synchronous
synchronisation	synchronization
syndikus	syndic
synergie	synergy
synode	synod
synonym	synonym
synonym	synonym
syntaktisch	syntactic
syntax	syntax	syntaxis
synthese	synthesis
synthetisch	synthetic
syphilis	syphilis
syrer	syrian
syrien	syria	syrian
syrier	syrian	syria
syrisch	syrian
system	system	systematic
systematisch	systematic
szenario	scenario
szene	scene	scenes	scenic
szenerie	scenery
szenisch	scenic	scene	scenically
tabak	tab
tabelle	table
tablett	tablet
tachometer	tachometer
tafeln	taper
taft	tape	taft	tuft
tag	tay	tag	day
tagen	tag
taiga	taiga
taille	tail	tall
taiwan	taiwan
takel	take
takeln	taker
takt	tact	tactic	taction
takten	tactic	tact
taktieren	tact
taktik	tactic
taktiker	tactic
taktisch	tactic	tact	tactically
taktlos	tactless
taktvoll	tactful	tactfully
tal	table	tally	tale
talent	talent
talentiert	talent	talented
talentlos	talents
talentvoll	talented
taler	taller
täler	teller	tel	teller
talisman	talisman
talk	talk	talc
talon	talon
tamburin	tambour
tamilen	tamil
tampon	tampon
tand	tang
tändeln	tinder	tanner
tandem	tandem
tang	tang	tank	tan
tangens	tangent
tangente	tangent
tango	tango
tank	tank	thank
tanken	tank
tanker	tanker
tanne	tan	tanner
tante	tant	tat
tanz	tant	dance
tänzerisch	tinted
tapet	taper
tapfer	tapped
tappen	tap	tapped
tapsen	taps
tapsig	taps	tops
tara	tara	tare
tarif	tariff	tiff
tarnen	tarn
tarnung	tarn
tasche	task
task	task
tasten	tasty	taste
taster	taster	taste
tat	tat
tatar	tatar	tat
tatar	tatar	tat
täte	tat	title
täter	tat	titer
tätig	ties
tatze	tat	tatter	that
tau	tau	te
taub	daub
tauchen	touch
taxameter	taximeter
taxen	tax
taxi	taxi	taxicab
team	team
teamwork	teamwork
technik	technology
technologe	technology
technologisch	technologically	technological
teckel	ticker
teer	terra	terry	terre
teeren	terry	terra	teen
teil	tail
teilen	tailed
teiler	tail
teils	tails
teint	tent	tint	taint
telefonisch	telephonic
telegraf	telegrapher	telegraph
telegrafie	telegraphy	telegraph
telegrafieren	telegrapher
telegrafisch	telegraphically
telegramm	telegram
telegraph	telegrapher	telegraph	telegraphy
telegraphieren	telegraph
telegraphisch	telegraphically
telekommunikation	telecommunication
telepathisch	telepathic
telephonisch	telephonic
television	television
teller	teller	tell	taller
tempel	temper	temple
temperament	temperament
temperieren	tempering	temper
tempo	tempo
tendenz	tendence	tendency
tendieren	tending	tender	tend
tenne	ten
tennessee	tennessee
tennis	tennis
tenor	tenor	honor
tenöre	tenure	tenure
teppich	peppy
term	term
termin	termination	termine
terminierung	termination
termite	termite
terrain	terra	terrain
terrasse	terrace
terrestrisch	terrestrial
terrine	terra	terrine	terre
territorial	territorial
terror	terror	horror
terrorisieren	terrorization
terze	terce
test	test	teste
testament	testament
testen	tested	test	testy
testieren	testing	testify	test
texanisch	texan
texas	texas
text	text
textuell	textuary	textual
textur	texture
thailand	thailand
thailändisch	thailand
theater	theater
theatralisch	theatric
theke	theca
thema	them	theme
thematik	them
thematisch	thematic	thematically
themen	them
themenkreis	theme	heme
theologe	theologue
theologie	theological
theologisch	theologically
theorem	theorem
therapeut	therapeutic
therapeutik	therapeutic
therapeutisch	therapeutic
therapie	therapy
therme	therm
thermik	thermology	thermic
thermisch	thermic
thermometrisch	thermometric
thesaurus	thesaurus
these	these	thesis
thriller	thrill	thriller
thron	throng	throne
thröne	threne
thronen	throne
tibet	tibet
tibetanisch	tibetan
tibetisch	tibet	tabetic
tick	ticket	tic	tick
ticken	tick
ticket	ticket
tier	tier
tierisch	tier	tied
tiger	tiger
timing	timing	time
tinktur	tinctured
tinte	tint	tiny	taint
tip	type	tip
tippeln	tipple	tippler
tippen	tipped	type	tip
tirol	tyrol
tisch	tic	table	ti
titan	titan
titanisch	titan	titanic
titel	title
tivoli	tivoli
toast	toast
toasten	toast	toasted
toaster	toaster	toast	toasted
toben	tobe
tod	toddy	tod	tody
toggeln	toggle
toilette	toilet
tokio	tokyo
tolerant	tolerantly	tolerant
toleranz	tolerance
tolerieren	toller
toll	toll
tomate	tomato
tombola	tombola
ton	ton	tone	tong
tönen	ten
tonlos	tons
tonnage	tonnage
tonne	ton
tonsur	tonsure
tönung	ten
top	topic	top	tope
topf	top	toff	hop
topographie	topographical
topographisch	topographically
topp	topple
tor	tor	thor	tory
torf	turf
törin	turin
tornado	tornado
torpedo	torpedo
torso	torso
torte	tort	torte	tory
tortur	torture
tot	tot	tote	hot
total	total	totally
töten	tet
tour	tour	touse
tourist	tourist
tournee	tourney
traben	trave
tradition	tradition
traditionell	traditional
traf	peter
trafalgar	trafalgar
tragik	tragic	tragical	tractor
tragiker	tragic	tractor
tragikomisch	tragicomic
tragikomödie	tragicomedy
tragisch	tragic	tragical
trainer	train	trainer	brain
trainieren	train	training
training	training
trakt	tract	traction
traktat	tract	tractation
traktieren	tract
traktor	tractor
trampeln	tramp	tramper	trample
tramper	tramper
tran	trans
trance	trance
tranche	branch
tranchieren	branch
tränen	train	trained
tranquilizer	tranquilizer
transaktion	transaction
transformation	transformation
transformator	transformation
transistor	transistor
transition	transition
transitiv	transitive
transitivität	transitivity
transmission	transmission
transparent	transparent
transparenz	transparence	transparency
transpiration	transpiration
transpirieren	transpiring
transplantation	transplantation
transplantieren	transplantation
transport	transport
transporter	transporter
transporteur	transporter
transzendenz	transcendency
trapez	trapeze
trappeln	trapper
trat	tr
traum	trauma
trauma	trauma
trecken	trick
trecker	trecker
trend	trend	trendy
trennen	bren
trense	tress
tresen	tres	tress
treten	trey	treaty	treat
treter	treat	treated
tribun	tribune
tribüne	tribune
tribut	tribute
trick	trick	truck
tricksen	tricks
triefen	brief
triest	test
triftig	thrifty
triggern	trigger
trigonometrisch	trigonometric
trikot	tricot
trilateral	trilateral
triller	trill	briller
trillion	trillion
trilogie	trilogy
trimmen	trimmed
trinkgeld	trinkgeld
trio	trio	brio
triole	trial
trip	triple	trip	tripe
tripel	triple	tripe
tripolis	tripoli
trippeln	tripper
tripper	tripper
trist	triste
tritt	triton	trite
triumph	triumph	triumphal
triumphieren	triumph
triumvirat	triumvir
trivial	trivial
trivialerweise	trivially
trivialität	triviality
trocken	brocken	track
trödler	idler	idle
trog	trough
troja	trojan
trojaner	trojan
trojanisch	trojan
trollen	troll
trommel	tromp
trompeter	trumpeter
tropen	trop	tropic	trope
tropisch	tropic	tropically
trost	trust	troes
trostlos	trustless
trostvoll	trustfully
trott	trot
trottoir	trottoir
trotz	trot	trout
trotz	trot	trout
trubel	trouble
trüben	trover	trove
trudeln	tender
trug	trough	drug
trümmer	truman
trumpf	trump
trunk	trunk
trunken	trunk
truppe	trip
tscheche	czech
tschechoslowakei	czechoslovakia
tschernobyl	chernobyl
tube	tube	tuber	tub
tuberkulös	tubercular
tuberkulose	tuberculosis
tuch	touch
tuff	cuff
tugend	tugend
tummeln	tumble	tumbling
tumor	tumor	tumour
tumult	tumult
tumultuant	tumultuation
tun	tun	tune	tunic
tun	tun	tune	tunic
tundra	tundra
tunesien	tunisia	tunis
tunis	tunic	tunis	tuning
tunnel	tunnel
turban	turban
turbine	turbine	turbid
turbulent	turbulently
turing	turin
türke	turk	turki
türkei	turkey
türkis	turki	turkish
türkisch	turki	turkish
turnen	turn	turned	turnery
turner	turn	turner	turnery
turnerisch	turned	turnery
turnier	turned
turnus	turn
turteln	turtle
tusch	tush
tuschen	tush
tüte	tut
tuten	tut
tutor	tutor
tycoon	tycoon
typ	type	typist	typical
typen	type	types	typed
typograph	typographic	typography
typographisch	typographically
typus	type
tyrannei	tyranny
tyrannisch	tyranni	tyrannic
tyrannisieren	tyrannis	tyrannize
übel	over
übel	over
übeltat	overt
üben	oven	over
über	over
überall	overall
überhand	overhand
überhang	overhang
überladen	overladen
übermaß	over
überproportional	disproportionate
übersät	overset
übersee	oversea	overseer
überwies	overwise
uganda	uganda
uhu	coho
ukraine	ukraine
ultimatum	ultimatum
ultimo	ultimo
um	us	uma
umbau	combe
umbetten	combe
umlaut	umlaut
umlauten	umlaut
umorganisation	reorganization
umsätze	reset
umsortieren	resort
umsortieren	resort
umstand	circumstance
umstände	circumstance
unart	unary
unblessiert	unblessed
und	und
underdog	underdog
unfair	unfair
unförmig	unlike	unlikely
ungar	hungarian
ungern	hunger
unharmonisch	nonharmonic
unidirektional	unidirectional
unifikation	unification
uniform	uniform
uniform	uniform
uniformiert	uniform
uniformierung	uniform
union	union
universal	universal	universality
universität	university
universum	university
unkontrolliert	uncontrolled
unliniert	unlined
unmanierlich	unmannerly
unmenge	unman
unmotiviert	motive
unpassierbar	unpassable
unpatriotisch	unpatriotic
unpopulär	unpopular
unredlich	redly
unreparierbar	reparable
uns	uns
unsymmetrisch	unsymmetric	asymmetrically
untat	count	hunt	county
unten	county	count
unter	counter	hunter
unterliegen	underlie
unterm	countermine
untermenge	counterman
unterstand	understand
unze	hunter	counter
ural	urals
uran	uranic
urban	urban	urbane
urbanisation	urbanization
urbanität	urbanity
urin	use	urine
urinieren	use	urine
urne	urn
urzeit	cour	ur
usa	use
user	user	use	using
utensilie	utensil
utopie	utopia
utopisch	utopian	utopia
utrecht	utrecht
vag	vague	vagus
vagabund	vagabond
vakuum	vacuum
validieren	valid
valium	valine	vale
vampir	vampire
vandale	vandal
vanille	vanilla
variabilität	variability
variante	variant
variation	variation
varietät	variety	variation
vasall	vassal
vase	vase	vac
vaseline	vaseline
vater	sur	sure
vaterschaft	fathership
vatikan	vatican
vatikanisch	vatican
vegetarier	vegetarian
vegetation	vegetation
vegetativ	vegetative
vehement	vehement
vehemenz	vehement
vehikel	this	vehicle
vektor	vector
vektor	vector
velours	velours
venedig	venice
venezianer	venetian
venezuela	venezuela
ventilation	ventilation
ventilator	ventilator
venus	venus	venous
veranda	veranda	verandah
veranden	veranda
verb	verb
verbal	verbal
verbum	verb	verbum
verdicken	thicken
verdun	verdin	verdine	verdun
verdünnen	verdun
verehren	revere
verehrung	reverence	reverent
verein	verein	verity
vereinen	verein
verfall	fall	falls
verfallen	fallen	fall
verfangen	fang
verfault	fault	faulty
vergraben	vera	mara
verhindern	hinder
verhinderung	hinder
verhungern	hunger
verhunzen	hunter	hunted
verifikation	verification
verifikation	verification
verifiziert	verified
verketten	market
vermint	vermont	vermin
vernunft	vernunft
verona	verona
verse	verse	versa	verses
versehren	seared	sear
versenden	send
versiert	versed
versilbern	silvern	silver
versilbert	silvery	silver
versilberung	silvery	silver
version	version
verstande	verstand
verstanden	verstand
versuch	versus
vertikal	verticality	vert
verwahren	wahr
verwahrung	wahr
verwandeln	wander
verwarnen	warn	warned
verwarnung	warn	warning
verwaschen	wash	washed
verwunden	wound	wounds	wounded
verwundern	wonders	wonder
verwunderung	wonder	wounds
verwundet	wonder	wounded
verzinnen	martin
vespern	vespers
vestibül	vestibule
veteran	veteran
veto	veto	vert
viadukt	viaduct
vibration	vibration
videotape	videotape
viel	vial	via
vielzahl	vial	vel
vier	via	avian
vierseitig	versity
vietnam	vietnam
vikar	vicar
villa	villa
villen	villa
violett	violet
violine	violin	violone
violinist	violinist
violoncello	violoncello
viper	viper
virginia	virginia
virtuell	virtually
virtuosität	virtuousness
virus	virus
visa	visa	vise
visage	visage
visier	vision
vision	vision
visite	visit	visite
visitieren	visiting	visit
viskosität	viscosity
visuell	visual	visually
visum	visum	visus
vital	vitals	vital	vitally
vitalität	vitalism	vitality
vitamin	vitamin
vitrine	vitrine
vogt	vocation
vokabel	vocable
vokal	vocality	vocal
volant	volant
volatilität	volatility
volk	volk	folk
volkreich	folksy
voll	vol
volt	volt	fort
volumen	volume
vom	vos
von	sun
vor	sur	for
vorging	forging	forge
vorname	name	surname
vorrat	voir
vorraum	voir	avoir
vorrunde	surround
vorsaison	sur	for
vorstellen	vorstellen
vorstellung	vorstellung
vorwand	wand	want
vorwarf	warf
vorwarnung	warn	warning
vorwärts	onward	forward
vulgär	vulgar	vulgarian
vulkan	vulcan
vulkanisch	vulcan	volcanically
wabe	wave	water	waves
wade	wade	wad
wadi	wadi
waffel	wafer
wagen	wag	wage
wagen	wag	wage
waggon	wagon	waggon
wahr	wahr
wahrheit	wahrheit
wahrung	wahr
wal	wish	want
wälder	welder	weld
wall	wall	walls
wallach	walled
wälle	well
wallen	wall	walled
wälzen	welter
wälzer	welter
wand	wind	wand	want
wände	wander
wandel	wander	mendel
wandeln	wander	winder
wanderer	wander	wanderer
wandern	wanders	wander
wanderung	wander
wange	wan	wing
wann	wan	men
wanne	wan	wind
wanze	winter
wär	war	ware
wäre	ware	warren	war
waren	warren	ware	war
warf	warf
warm	warm
wärmen	warm	warmed
wärmer	warmed
warnen	warn	warned
warnung	warn	warning
warrant	warrant
warten	wart
wärter	water	wart	waters
warteraum	waiter	water
warum	ware	wire
warze	mercer
was	wash	was	wat
wäsche	wash	washer
waschen	wash	washed
wäscher	washer	wash	washed
wäscherei	washer
wäscht	washy	waste
wasser	water	waters
wassern	waters	water
waten	water	wat
watsche	watch	watches
watt	wat	watt
watte	water	wat	watt
wattieren	witting	water	watt
weber	web	weber	revers
weberei	revere	weber
wecken	reck
wedelt	resent
weder	wed	red
wehr	wear	weary
wehren	wear
wehrt	weary	red	wear
weich	reich
weichen	reich
weil	wail
weiler	wail
weimar	weimar
weimarer	weimar
wein	wain	rein
weinen	wain	rein
weise	reise
weiß	weiss
weisung	reis
weit	wait	weit	we
welch	walk
welk	walk
welken	walk	walker
wellen	well
welt	welt
weltall	rental
weltanschauung	weltanschauung
weltgeschichte	weltgeschichte
weltraum	welter
wem	rem	wem
wen	wen	wed
wenden	rend
wenn	wen
wer	wan
werben	verba
werber	verb	verbera
werden	word
werfen	warf
werk	work
werkbank	workbench
werken	work	worked
wert	worth	werth	wort
wert	worth	werth	wort
werte	word	wort	wed
werwolf	werewolf
wesen	resent
weste	west	rest
westen	west
western	western
westwärts	westward
wetter	weather	wether	water
wettern	weather
whisky	whiskey	whisky
wich	bike	which
wicke	wick	wicker
wickel	wicker
wickeln	wicker	bicker
widder	bidder
wider	wide
widerlich	wide
widern	widen
wie	wie	wing	win
wieder	bidder
wiedersehen	wiedersehen
wiedersehen	wiedersehen
wiegen	wie
wien	win	via
wiener	bien
wies	wie	wise
wiese	wise
wikinger	winger
wild	wild
wille	will
willen	will
willen	will
willig	willing	willy
willigen	willing
wimmeln	wimble
wimpel	wimple
wimper	whimper
wind	wind	windy	wing
windel	winder
winden	wind	winds
windig	windy
wink	wink
winkel	winker
winken	wink
winker	winker
winter	winter	winters
winzer	winter	wince
winzig	wince	wincing
wippen	whip
wir	wire
wird	bird	wird	yard
wirr	whirr
wirren	wire	wired
wirt	birth
wirth	birth
wisch	wish	wise
wischen	wish	wishes	wished
wischer	wish
wisent	wiser	wise
wispern	whisper
wittern	wit	bitter
witz	wit	whit	bit
witzeln	bitter	whitter
witzig	witting
wladiwostok	vladivostok
woche	wok
woge	vogue
wolf	wolf
wolga	volga
wolke	volk
wollust	lust	lusty	luster
womit	vomit	woman
wonne	won	woon
word	word	wordy	wort
worden	word	words
workshop	work
workstation	workstation
workstation	workstation
wort	worth	wort	word
wortart	wort
wotan	wotan
wrack	wrack
wrang	wrong
wringen	wrinkle	wring
wund	wound
wunder	wonder	wound
wurde	word	words
würde	turd	turd
würfe	turf	turf	turf
wurm	worm
wurmen	worm
wurst	worst
wut	wot
xylograph	xylography	xylograph
yacht	yacht	raft
yen	yen	yon	ye
yeti	yet
yoga	yoga
york	york
yuppie	yuppie
zar	czar	tsar	zaar
zart	czar
zebra	zebra
zeigefinger	forefinger
zeigen	fore
zeit	time	tide	ce
zeitig	city
zeitintervall	intervallo
zeitschere	teacher
zelle	cell	tell
zelluloid	celluloid
zellulose	cellulose
zelt	celt	celtic	tent
zelten	celtic
zeltet	center	tenter
zement	cement
zementieren	cement
zementierung	cement
zensor	censor
zensur	censure
zentigramm	centigram
zentimeter	centimeter
zentral	central	centric
zentralamt	centrality
zentralisiert	centralist	centralized
zentren	centre	center
zentrieren	center
zentrifugal	centrifuge
zentrifuge	centrifuge
zentripetal	centripetal
zentrisch	centric
zentrum	centre	centrum
zepter	center	tenter	centre
zeremonie	ceremonie
zeremoniell	ceremonial
zeremoniell	ceremonial
zeremoniös	ceremonious
zerfall	fall	falls
zerfallen	fallen	fall
zerfallen	fallen	fall
zerging	forging	forge
zerren	terra
zerrinnen	terry
zerrung	terry
zerspalten	sport
zerspanen	span
zersplittern	split
zersplitterung	splintery
zersprengen	spring
zerspringen	spring
zersprungen	sprung	spring
zertifikat	certification
zession	cession
zeter	cetera
zettel	tetter
zetteln	tetter
zicke	ticket	tick
zickig	ticking
ziellinie	ciel
ziemen	cement
zier	tier
zierat	tier	cerate
zieren	zing	ting
zigarillo	cigarillo
zigarre	cigar
zikade	cicada
zimt	city
zink	ink
zinn	tin
zinnern	inner
zins	ins	coins
zionist	zionist
zipfel	zipper
zirkel	circa	circle
zirkulation	circulation	circulative
zirkumflex	circumflex
zirkus	circus
zirpen	carp
zischen	cic	tic	cash
zisterne	cistern
zitat	city
zither	cither	zither	title
zitrone	citron
zittern	cit
zitze	cit	tit
zivil	civil	civile
zivilisation	civilization
zölle	cell
zombie	zombie
zone	zone
zoo	zoo
zoologie	zoology
zu	mu	zu	ho
zucht	must	musty
zucken	musk	muck
zuckung	musk	muck
zug	mug
zum	mum	mus	ho
zumal	home
zuname	name	names	nam
zunamen	name	nam	names
zunder	tinder	hound
zunge	mung	tin
zur	muse	hour
zürich	zurich
zuse	house	music	muse
zusteller	hosteller
zutat	mut
zyanid	cyanide
zyklen	cyclic	cycle
zyklisch	cyclic
zyklon	cyclone
zyklotron	cyclotron
zylinder	cylinder
zylindrisch	cylindric
zyniker	cynic
zynisch	cynic
zypresse	cypress
