a	um
briefcases	brieftasche
briefless	brieflich
briefly	brieflich
briery	brie
bries	brie
brigade	brigade
brigades	brigade
brigadier	brigadier
brill	brille
brilliancy	brillanz
brilliantly	brillant
bring	bringen
bringer	bringen
bringing	bringen
briquet	brikett
briquette	brikett
bristly	trist	brust
bristol	bristol
bristols	bristol
brit	brite
briticism	brite
british	britisch
brock	brocken
brogue	trog
broil	brille
broke	broker
broken	broker
broker	broker
brokerly	broker
brokers	broker
bronc	brunch
bronchitis	bronchitis
bronchus	branche
bronze	bronze	bronzen
bronzes	bronze	bronzen
bronzy	bronze	bronzen
bros	brot
broth	brot
brunch	brunch
brushier	broschieren
brussels	brüssel
brutal	brutal
brutalities	brutalität
brutality	brutal	brutalität
brutally	brutal
brutes	brüten
bub	bub
buckle	buckeln
buckling	bucklig
bud	bude
budapest	budapest
buddha	buddha
buddhism	buddhistisch
buddhist	buddhistisch
budged	budget
budges	budget
budget	budget
budgeter	budget
budgeting	budget
budgets	budget
budging	budget
buds	bude
buenos	buenos
buffalo	büffel
buffer	puffer	puffern
buffier	puffer
bug	bug	burg
bugle	kugel
bugs	bug	burg
bulgaria	bulgarien
bulgarian	bulgarisch
bulgarians	bulgarien
bulgier	belgier
bulk	pulk
bull	bulle
bulldog	bulldogge
bulldozing	dozieren
bullet	bulletin
bulletin	bulletin
bulleting	bulletin
bulletins	bulletin
bullets	bulletin
bullion	bulle
bullish	bullig
bulls	bulle
bumble	bummeln
bumbling	bummeln
bummer	kummer
bumped	pumpen
bums	bumsen
bunch	bunt
bunco	bunker	punk
bund	bund
bundle	bündel
bung	bund	bunt
bungalow	bungalow
bunk	punk
bunked	bunker
bunker	bunker
bunkered	bunker
bunkering	bunker
bunkers	bunker
bunking	bunker
bunn	bunt
bunt	bunt	bund
bunter	bunt
bunts	bunt
burble	kurbel
burbling	kurbeln
burg	burg	bürgen
burger	bürger
burgers	bürger
burgess	bürger
burgh	burg
burgher	bürger
burghers	bürger
burgs	burg
burgundy	burgund	burgunder
burier	kurier
buriers	kurier
burling	berlin
burma	burma
burns	bern
burrer	bürger
burrers	bürger
burro	büro
burs	kurs
burst	bürsten
bursted	bürsten
bursts	bürsten
bus	bus	busch	busen
bused	busen	busch
buses	busen
bush	busch	bus
bushel	büschel
busher	busch
bushily	buschig
bushman	busch
bushy	busch
busing	busen
buss	bus
buster	butter
busters	butter
bustle	büste
butler	butler
butleries	butler
butlers	butler
butlery	butler
butt	butter
butte	butter
butted	butter
butter	butter	buttern
buttered	butter
butteries	butter
buttering	butter
butters	butter	buttern
buttery	butter
butty	butter
bye	bier
bypass	bypass
byte	byte
bytes	byte
byzantine	byzantinisch
cabal	kabel
cabala	kabel
cabalas	kabel
cabals	kabel
cabaret	kabarett
caber	kabeln
cabin	kabine
cabinet	kabine	kabinett
cabining	kabine
cabins	kabine
cable	kabel	kabeln
cabling	kabel	kabeln
cacao	kakao
cache	cache
caches	cache
cachet	cache
cactoid	kaktus
cactus	kaktus
cad	kader
cadaver	kadaver
cadaveric	kadaver
cadaverous	kadaver
cadavers	kadaver
cadent	laden
cadet	kadett
cadette	kadett
cadre	kader
cafe	cafe
cafes	cafe
cafeteria	cafeteria
cafeterias	cafeteria
cager	lager
cagers	lager
cairo	kairo
cal	call
calamity	kalamität
calc	kalk
calcareous	kalkar
calculating	kalkulation
calculation	kalkulation
calculations	kalkulation
calculator	kalkulator
calculators	kalkulator
calcutta	kalkutta
calender	kalender
calenders	kalender
calf	cafe
caliber	kaliber
calibers	kaliber
calif	kalif
california	kalifornien
californian	kalifornien	kalifornisch
californians	kalifornien
californium	kalifornien
calk	kalk
call	call
caller	keller
callers	keller
calligraphy	kalligraph
callous	call
calorics	kalorie
calorie	kalorie
calories	kalorie
calory	kalorie
calvinist	calvinist
calvinists	calvinist	kalvinist
cam	kam	kamm
came	kammer	kam
camel	kamel
camels	kamel
camembert	camembert
camera	kamera	kammer
cameral	kammer
cameras	kamera
camp	kampf	camp
camper	kammer
campers	kammer
camping	camping
campings	camping
campus	camp
canada	kanada
canadian	kanadisch	kanadier
canaille	kanaille
canal	kanal
canaling	kanal
canalise	kanalisieren
canalization	kanalisation
canalizations	kanalisation
canalize	kanalisieren
canalizes	kanalisieren
canalizing	kanalisierung	kanalisieren
canalling	kanal
canals	kanal
canary	kanal	kanarisch
canberra	canberra
cancel	kanzel
cancels	kanzel
candidacy	kandidat	kandidatur
candidature	kandidatur
candies	kandieren
canister	kanister
canisters	kanister
canna	kanne
canner	kanne	scanner
canneries	scanner
cannery	kanne	scanner
cannibal	kannibale
cannibalism	kannibalismus
cannibals	kannibale
canny	kanne	kannte
canon	kanone
canonic	kanonisch
canonical	kanonisch
canonically	kanonisch
canonise	kanonisch
canonist	kanone
canonistic	kanonisch
canons	kanone
cant	kanten
cantata	kantate
canted	kanten
canter	kanten
cantina	kantine
cantinas	kanten
canting	kanten
cantle	kanten	kanzler
canto	kanton
canton	kanton
cantonese	kanton
cantons	kanton
cantos	kanton
cants	kanten
canty	kanten	kantig
cap	kap
capacities	kapazität
capacitive	kapazitiv
capacitively	kapazitiv
capacitor	kapazitiv
capacity	kapazität
cape	kap
capered	kapieren
capita	kapitel
capital	kapital
capitalist	kapitalist
capitalistically	kapitalistisch
capitalists	kapitalist
capitalize	kapitalisieren	kapitalist
capitalizer	kapitalisierung
capitalizes	kapitalisieren
capitalizing	kapitalisierung
capitally	kapital
capitals	kapital
capitate	kapital
capitol	kapitol
capitols	kapitol
capitulation	kapitulation
cappella	kapelle
capper	kappe
capsule	kapsel
caput	kaputt
carafe	karaffe
carafes	karaffe
carat	karat
carate	karat
carats	karat
caravan	caravan
caravans	caravan
carbonate	karbonat
carbonating	karbonat
card	karte
carder	karte
cardinal	kardinale	kardinal
cardinality	kardinalität
cardinally	kardinal
cardinals	kardinale	kardinal
cardiogram	kardiogramm
caricature	karikatur
caricatured	karikatur
caries	karies
carl	kerl
carnival	karneval
carnivals	karneval
carny	kern
carotid	karotin
carotin	karotin
carotins	karotin
carries	karies
cart	karte
carte	karte
cartel	kartell
carter	karte
cartes	karte
cartographies	kartographie
cartography	kartographie
carton	karton
cartoning	karton
cartons	karton
cartoon	karton	cartoon
cartooning	karton
cartoonist	karton
cartoons	karton	cartoon
carts	karte
cascade	kaskade
cascades	kaskade
casette	kadett
cashiered	kaschieren
casino	kasino	casino
casper	kasper	kaspern
caspian	kaspisch
cassette	kassette
cassettes	kassette
cassia	kasse
cassis	kasse
cast	kasten
caste	kasten
casted	kasten
castellan	kastellan
castellans	kastellan
caster	kasten
castes	kasten
casting	kasten
castrate	kastrat
castration	kastration
castrations	kastration
casts	kasten
casual	kasus
casus	kasus
catacomb	katakombe
catalog	katalog
catalogs	katalog
catalogue	katalog
catalytic	katalytisch
catalytically	katalytisch
catalyze	katalysieren
catamaran	katamaran
catamarans	katamaran
catapult	katapult
catapults	katapult
catastrophe	katastrophe
catastrophes	katastrophe
catchup	ketchup
catechism	katechismen	katechismus
categoric	kategorisch
categorical	kategorisch
categorically	kategorisch
categoricalness	kategorie
categories	kategorie
categorizing	kategorisierung
category	kategorie
cater	kater
catered	kater
caters	kater
cathedral	kathedrale
cathedrals	kathedrale
cathode	kathode
cathodes	kathode
catholic	katholisch
catholically	katholisch
catholicism	katholizismus	katholik
catholics	katholik
caucasoid	kaukasus
caucasus	kaukasus
causable	kausal
causal	kausal
causalities	kausalität
causality	kausalität	kausal
causally	kausal
causals	kausal
caustic	kaustisch
caustically	kaustisch
caution	kaution
cautioning	kaution
cautions	kaution
cavalier	kavalier
cavaliered	kavalier
cavalierly	kavalier
cavaliers	kavalier
caviar	kaviar
caviare	kaviar
caviars	kaviar
cavitation	kavitation
cavitations	kavitation
cay	kai
cayenne	cayenne
cayennes	cayenne
cease	zeit
ceil	zeile	keil
ceiled	keilen	keiler
ceiler	keiler	zeile
ceilers	keiler
ceils	zeile
cell	keller	kelle
cellar	keller
cellared	keller
cellaring	keller
cellars	keller
celled	keller
cellophane	zellophan
cells	kelle	zelle
celluloid	zelluloid
cellulosic	zellulose
celsius	celsius
celt	zelt	kelten
celtic	zelt
celts	zelt	kelten	zelten
cement	zement
cementer	zement
cementing	zementierung	zement
cements	zement
cementum	zement
censor	zensor	zensur
censored	zensor
censorious	zensor	zensur
censors	zensor	zensur
censure	zensur
censured	zensur
censuring	zensur
cent	cent	center
center	center
centered	center
centering	center
centers	center
centigram	zentigramm
centimeter	zentimeter
centimeters	zentimeter
cento	center	cent
centra	zentren	center
central	zentral
centralist	zentralisiert
centralistic	zentralistisch
centrality	zentral
centralization	zentralisierung	zentralisation
centralize	zentralisieren
centralized	zentralisiert
centralizer	zentralisieren	zentralisierung
centralizes	zentralisieren
centralizing	zentralisierung
centrally	zentral
centrals	zentral
centre	zentren	center
centred	zentren
centres	zentren
centric	zentrisch
centrifugal	zentrifugal
centrifugally	zentrifugal
centrifuge	zentrifuge
centrifuges	zentrifuge
centripetal	zentripetal
centripetally	zentripetal
centrism	zentrisch
centroid	center
centrum	zentrum
cents	cent
centum	cent
century	center
ceramic	keramisch	keramik
ceramicist	keramisch
ceramics	keramik
cereal	kern
ceremonial	zeremonie
ceremonially	zeremoniell
ceremonies	zeremonie
ceremonious	zeremonie
ceremoniousness	zeremonie
ceremony	zeremonie
certificate	zertifikat
certifier	zertifikat
cesium	zession
cess	kessel
cessation	zession
cession	zession
cessions	zession
cetera	zeter
ceylon	ceylon
ceylonese	ceylon
chad	schaden
chads	schaden
chafe	schaffen
chafed	schaffen
chafes	schaffen
chaff	schaf
chaffed	schaffen
chaffing	schaffung
chafing	schaffung
chain	schein
chaise	kaiser
chalet	chalet
chalets	chalet
chalk	schalk
cham	scham
chameleon	chamäleon
chammies	chemie
champagne	champagner
champion	champion
champions	champion
chance	chance
chancer	chance
chancery	chance
chances	chance
chanted	kanten
chants	kanten
chaos	chaos
chaotic	chaotisch
chaotically	chaotisch
chapel	kapelle
char	schar
character	charakter
characteristic	charakteristik
characteristics	charakteristik
characterize	charakterisieren
characters	charakter
charactery	charakter
charge	charge	scharge
chargee	charge	scharge
charger	charge
charges	charge	scharge
charism	charisma
charisma	charisma
charismas	charisma
charismatic	charismatisch
charlatan	scharlatan
charlatans	scharlatan
charm	charme
charmer	charme
charred	scharren
chasses	kasse
chassis	chassis	kasse
chaste	kasten
chasten	kasten
chasteness	kasten
chastening	kasten
chastens	kasten
chaster	kasten
chattier	schattieren
chattily	schattig
chauffeur	chauffeur
chauffeured	chauffeur
chauffeurs	chauffeur
chauffeuse	chauffeur
chauvinism	chauvinismus
chauvinistic	chauvinistisch
chauvinistically	chauvinistisch
check	scheck
checklist	checkliste
checkpoint	checkpoint
checkpoints	checkpoint
checksum	checksumme
chef	chef
chela	chile
chem	schema
chemically	chemikalie	chemisch
chemicals	chemikalie
chemics	chemie
chemin	chemie
chemism	chemie
chemist	chemie
chemistry	chemie
cheyenne	cheyenne
cheyennes	cheyenne
chia	schien
chicane	schikane
chicanes	schikane
chick	schicken
chicken	schicken
chickening	schicken
chickens	schicken
chief	schief
chiefer	schiefer
child	schild
chile	chile
chilean	chile
chiles	chile
chili	chile
chiller	schillern	schiller
chillers	schillern
chilling	schilling
chimpanzee	schimpanse
china	china
chinas	china
chinaware	china
chinchilla	chinchilla
chinchillas	chinchilla
chine	china
chines	chinese
chinese	chinese	chinesisch
chining	chinin
chintz	chintz
chip	chip
chloral	chlor
chloric	chlor
chlorid	chlorid
chloride	chlorid
chlorine	chlor
chloroform	chloroform
chlorophyll	chlorophyll
chlorous	chlor
chock	schock
chocolate	schokolade
chocolates	schokolade
choke	choke
choker	choke
chokes	choke
choking	kind
choler	schüler
cholera	schüler
choleras	cholera
choleric	cholerisch
cholers	schüler
cholla	scholle
choral	choral
chorale	choral
chorales	choral
chorally	choral
chorals	choral
chord	chor
chore	chor
chored	chor
choreograph	choreograph
chorial	choral
choric	chor
chorine	chor
choring	chor
chorister	chorist
choroid	chor
chorus	chor
chou	schau
christ	christ
christendom	christentum
christly	christ	christlich
christs	christ	christus
christy	christ
chroma	chrom
chromatic	chromatisch
chromatically	chromatisch
chrome	chrom
chromic	chrom
chromite	chrom
chromium	chrom
chromo	chrom
chromosome	chromosom
chronic	chronisch	chronik
chronically	chronisch
chronicle	chronik
chronics	chronik
chronological	chronologisch
chronologically	chronologisch
chronologies	chronologie
chronology	chronologie	chronologisch
chronometer	chronometer
chub	schub
chuff	schuf	kauf
chuffing	schaffung
churn	chur
chute	schutt
chuted	schutt
chymics	alchimie
cia	ziel
cicada	zikade
cicadae	zikade
cigaret	zigarette
cigarets	zigarette
cigarette	zigarette
cigarettes	zigarette
cigarillo	zigarillo
cindery	kinderei
cinematic	kinematisch
cinematically	kinematisch
cions	zins
circa	zirkel
circle	zirkel
circulation	zirkulation
circulations	zirkulation
circumflex	zirkumflex
circumstance	umstand
circus	zirkus
cistern	zisterne
cisternal	zisterne
cisterns	zisterne
cists	kiste
cit	kit	kitt
citator	zitat
citatum	zitat
cite	kit
cithern	zittern	zither
citherns	zittern
cithers	zither
citify	zitieren
citizen	zitieren
citron	zitrone
citrons	zitrone
citrous	zitrone
citrus	zitrone
cittern	zittern
civil	zivil
civilest	zivilist
civilise	zivilisieren
civility	zivil
civilization	zivilisation
civilizations	zivilisation
civilize	zivilisieren
civilized	zivilisiert
civilizer	zivilisieren
civilizes	zivilisieren
civilizing	zivilisieren
civilly	zivil
clam	klamm
clampers	klammern	klammer
clan	klang
clang	klang
clangs	klang
clank	klang
clans	klang
clap	klappen	klap
clapped	klappt	klappen	klappert
clapper	klappern
clappers	klappern
clapping	klappt	klappen
clarinet	klarinette
clarinetist	klarinette
clarinets	klarinette
clarinettist	klarinette
class	klasse
classer	klasse
classes	klasse
classic	klassisch	klassizistisch
classical	klassisch	klassizistisch
classically	klassisch	klassizistisch
classicist	klassizistisch
classics	klassik
classification	klassifikation
classifications	klassifikation
classy	klasse
clatterer	kletterer
clausal	klausel
claver	klavier
clavier	klavier
claviers	klavier
clayed	klagen
cleat	klette
cleats	klette
clef	klaffen
cleft	klafft
clefts	klafft
clematises	klimatisieren
clever	clever	kleber
cleverly	clever	kleber
click	klick
client	klient
clients	klient
climatal	klimatisch
climate	klima
climatic	klimatisch
climatical	klimatisch
climatically	klimatisch
clime	klima
cling	klingen
clinged	klingen
clinger	klingen
clinging	klingen
clingy	klingen
clinic	klinik	klinisch
clinical	klinisch	klinik
clinically	klinisch
clinician	klinisch
clinics	klinik
clink	klinken
clinked	klinken
clinker	klinken
clinking	klinken
clipped	klipper
clipper	klipper	klippe
clippers	klipper
clique	clique
cliques	clique
cliquing	clique
cliquish	clique
cliquy	clique
clomp	klumpen
clomped	klumpen
clomping	klumpen
clone	clone	klonen
cloned	klonen
clones	clone	klonen
clonic	klinik
clonk	klinken
clonked	klinken
clonking	klinken
closer	kloster
closers	kloster
closure	closure
closures	closure
club	club	klub
clucks	glucksen
clump	klumpen
clumped	klumpen
clumping	klumpen
coalify	koalieren
coalition	koalition
coalitions	koalition
coated	coaten
coats	coats	coaten
cobalt	kobalt
cobaltic	kobalt
cobalts	kobalt
cobra	kobra
cobras	kobra
cocain	kokain
cocaine	kokain
cocktail	cocktail
cocktails	cocktail
cocoon	kokon
cocoons	kokon
cod	code
coda	code
code	code	kodieren
coder	code
codes	code
codeword	codewort
codex	codex
codices	code
codify	kodieren	codieren
codon	code
cods	code
coefficient	koeffizient
coefficients	koeffizient
coexistence	koexistenz
coffer	koffer
coffered	koffer
coffering	koffer
coffers	koffer
coffin	offen
coffing	koffer
cognac	cognac
cognacs	kognak
cognition	kognition
cognitive	kognitiv
coherence	kohärenz
coherency	kohärenz	kohärent
coherent	kohärent
coherently	kohärent
cohort	kohorte
cohorts	kohorte
coincidence	koinzidenz
coke	koch
colic	kolik
colics	kolik
coll	koller
collage	kollage	collage
collages	kollage	collage
collar	koller	kollier
collard	koller
collared	koller
collars	koller
collat	collie	kollier
colleague	kollage
collect	kollekte
collectable	kollektiv
collected	kollektiv
collection	kollektion
collections	kollektion
collective	kollektiv	kollektivieren
collectively	kollektiv
collectivism	kollektivismus
collectivize	kollektivieren
collectivizes	kollektivieren
collector	kollektor
collectors	kollektor
collects	kollektion	kollekte
college	kollege
colleger	kollege
colleges	kollege
collegia	kollegien
collegial	kollegial
collegiality	kollegialität
collegially	kollegial
collegium	kollegium
collie	collie	kollier
collier	kollier
collieries	kollier
colliers	kollier
colliery	kollier	collie
collies	collie
collision	kollision
collisions	kollision
colloquia	kolloquium	kolloquien
